potential_aed_id,intervention_id,intervention_lat,intervention_lon,distance_to_potential_aed,distance_to_existing_aed,existing_aed_id,existing_aed_lat,existing_aed_lon,arrest_count,potential_aed_lat,potential_aed_lon
7368,"[5965, 24643, 25365, 26105, 26643, 26680, 27388, 28002, 28501]","[50.86726, 50.86567, 50.86793, 50.86473, 50.86855, 50.86814, 50.86804, 50.87005, 50.87674]","[5.37488, 5.38213, 5.37482, 5.38509, 5.38155, 5.37312, 5.37684, 5.37955, 5.37302]","[0.7228789204659638, 1.0023306364806859, 0.6490933814850515, 1.1966787067118114, 0.7056352797195543, 0.6493358192209528, 0.6380561513191279, 0.48880627577670843, 0.3851875732587721]","[2.6486773396348804, 3.086920607462468, 2.670723348258838, 3.1892249924030827, 3.0355130918011457, 2.568745843334745, 2.8076020216866846, 2.881563784197815, 2.2596887231397527]","[2696, 2696, 2696, 8212, 9063, 2696, 2696, 9063, 9063]","[50.8592447, 50.8592447, 50.8592447, 50.8818936, 50.8957976, 50.8592447, 50.8592447, 50.8957976, 50.8957976]","[5.3393413, 5.3393413, 5.3393413, 5.4215046, 5.3842046, 5.3393413, 5.3393413, 5.3842046, 5.3842046]",9,50.87373737373738,5.375757575757576
7369,[26109],[50.8932],[5.37504],[0.09639826820299492],[0.7046860849131233],[9063],[50.8957976],[5.3842046],1,50.89393939393939,5.375757575757576
7370,[25429],[50.91643],[5.3684],[0.5751622795010476],[0.9638981081422081],[9370],[50.9219619],[5.3578134],1,50.91414141414141,5.375757575757576
7373,"[25687, 26348, 26391, 27164, 28114, 28201]","[50.96937, 50.98196, 50.96843, 50.97282, 50.98102, 50.98131]","[5.37039, 5.37931, 5.36998, 5.36961, 5.37668, 5.37262]","[0.7062528549752282, 0.8396737464346469, 0.8106314880870029, 0.48084121939194596, 0.7004563313222527, 0.7620645169691973]","[1.198764143230695, 0.9642579932502693, 1.0929279775287055, 1.0148498098720333, 0.9782690318131759, 0.7831183605260157]","[2082, 10924, 2082, 2205, 10923, 10923]","[50.9597863, 50.9885035, 50.9597863, 50.9773298, 50.9874514, 50.9874514]","[5.3625505, 5.3883495, 5.3625505, 5.3570084, 5.3671441, 5.3671441]",6,50.974747474747474,5.375757575757576
7374,"[8556, 24700, 24832, 25765, 27246, 28184, 28453]","[50.99519, 51.00186, 50.99692, 50.99439, 50.99735, 50.99812, 50.997]","[5.371, 5.37105, 5.37315, 5.3698, 5.37547, 5.36821, 5.36897]","[0.3340296332383118, 0.8360536814439926, 0.2851503868995949, 0.42155849355148867, 0.26768161214502934, 0.6350436001073816, 0.5269039424222294]","[0.5075780834915241, 1.1751559711966, 0.6067074069834323, 0.5081471749248438, 0.6283713051198567, 0.7999752781929581, 0.7062984329518782]","[1858, 1858, 1858, 10921, 1858, 10921, 10921]","[50.9917004, 50.9917004, 50.9917004, 50.9913379, 50.9917004, 50.9913379, 50.9913379]","[5.3756754, 5.3756754, 5.3756754, 5.3643962, 5.3756754, 5.3643962, 5.3643962]",7,50.994949494949495,5.375757575757576
7375,"[25353, 25626, 26446, 27662, 27843, 27982, 28374]","[51.00511, 51.01254, 51.02194, 51.02148, 51.02183, 51.02197, 51.02174]","[5.37196, 5.38522, 5.38428, 5.37932, 5.37483, 5.37558, 5.37397]","[1.1477401976078805, 0.7228494801161504, 0.9618579559363933, 0.746513878733437, 0.7454427222551695, 0.758282664802183, 0.7432002768532757]","[1.5135782976514178, 1.3832095967313134, 1.080306953974669, 0.941256136350195, 0.8025310759969981, 0.797346694357121, 0.7788914626933433]","[1858, 4369, 4369, 4366, 4366, 4366, 3993]","[50.9917004, 51.0210392, 51.0210392, 51.0289556, 51.0289556, 51.0289556, 51.0222445]","[5.3756754, 5.3996586, 5.3996586, 5.3730063, 5.3730063, 5.3730063, 5.362863]",7,51.01515151515152,5.375757575757576
7376,"[25166, 25267, 26170, 26253, 27067, 27178, 27211, 27471, 27858, 28086]","[51.0326, 51.03212, 51.04046, 51.03748, 51.03161, 51.03388, 51.03365, 51.03095, 51.0326, 51.03909]","[5.37481, 5.3767, 5.37717, 5.39448, 5.38104, 5.36924, 5.39053, 5.38388, 5.3748, 5.37605]","[0.31326680007546787, 0.36554207655980825, 0.5763371055268188, 1.3302974755381196, 0.5565228593172749, 0.48430061225320914, 1.0501891782040536, 0.7499050282147408, 0.3134154481284302, 0.4159787229136268]","[0.42441525894209486, 0.4364979745775343, 0.8644385765785942, 1.493990151483964, 0.6346230589499814, 0.6076169464664615, 1.3319767768064537, 0.7920981285869555, 0.4242079534171737, 0.785812514518015]","[4366, 4366, 9798, 9798, 4366, 4366, 4366, 4366, 4366, 4371]","[51.0289556, 51.0289556, 51.0478669, 51.0478669, 51.0289556, 51.0289556, 51.0289556, 51.0289556, 51.0289556, 51.038888]","[5.3730063, 5.3730063, 5.3809252, 5.3809252, 5.3730063, 5.3730063, 5.3730063, 5.3730063, 5.3730063, 5.3648156]",10,51.035353535353536,5.375757575757576
7377,"[7742, 25933, 26056, 26801, 27209, 27566, 27730]","[51.05536, 51.05603, 51.05395, 51.05459, 51.06092, 51.05442, 51.05628]","[5.37749, 5.37421, 5.3805, 5.36872, 5.37334, 5.38493, 5.3819]","[0.12302229378411723, 0.1203445014805278, 0.376490586643093, 0.5034663583786226, 0.6199673399228933, 0.6534161572859195, 0.4368037424205951]","[0.8187737600465559, 0.9793095802079244, 0.6243093061810085, 1.1071142830230156, 0.9661289091070773, 0.6989370708978855, 0.6000086904651745]","[9077, 9077, 9077, 9077, 4367, 4367, 4367]","[51.0483464, 51.0483464, 51.0483464, 51.0483464, 51.0605486, 51.0605486, 51.0605486]","[5.3810575, 5.3810575, 5.3810575, 5.3810575, 5.3871518, 5.3871518, 5.3871518]",7,51.05555555555556,5.375757575757576
7378,"[26080, 26630]","[51.06985, 51.07024]","[5.3794, 5.3807]","[0.7044651394837081, 0.7040281072853419]","[1.167534157609521, 1.1681417265591212]","[4367, 4367]","[51.0605486, 51.0605486]","[5.3871518, 5.3871518]",2,51.07575757575758,5.375757575757576
7379,[27536],[51.10158],[5.37357],[0.643357930419232],[2.6205291305125855],[3105],[51.1244373],[5.3644269],1,51.0959595959596,5.375757575757576
7380,"[25205, 25788, 25946, 26581, 28418]","[51.10817, 51.11868, 51.11699, 51.11612, 51.11528]","[5.36807, 5.3871, 5.3648, 5.36601, 5.36695]","[1.0381018719911934, 0.8397668111825785, 0.7703792951318839, 0.6804152883475952, 0.6225580340357613]","[1.8266286663897762, 1.5086627911946056, 0.8285113115445027, 0.9314186693986823, 1.0333614004616256]","[3105, 13223, 3105, 3105, 3105]","[51.1244373, 51.1311043, 51.1244373, 51.1244373, 51.1244373]","[5.3644269, 5.3784139, 5.3644269, 5.3644269, 5.3644269]",5,51.11616161616162,5.375757575757576
7382,"[25622, 25944, 28402]","[51.15587, 51.15586, 51.15688]","[5.38398, 5.38407, 5.38373]","[0.5786367844233173, 0.5850059380530414, 0.5570992548223833]","[0.8983780079515913, 0.8959711525861881, 1.011841841278321]","[13193, 13193, 13193]","[51.1479769, 51.1479769, 51.1479769]","[5.3867294, 5.3867294, 5.3867294]",3,51.156565656565654,5.375757575757576
7383,"[25107, 25465]","[51.16932, 51.17729]","[5.38503, 5.38422]","[1.0505719052063085, 0.5927669739058486]","[1.7697272705219538, 1.783786296072011]","[10843, 7934]","[51.1636383, 51.1913215]","[5.3613212, 5.3966251]",2,51.176767676767675,5.375757575757576
7384,"[25974, 27370]","[51.19274, 51.20183]","[5.37309, 5.36297]","[0.5057220167268528, 1.0420826398151526]","[1.6476627115100617, 2.240528659188656]","[7934, 13785]","[51.1913215, 51.2146037]","[5.3966251, 5.3878438]",2,51.196969696969695,5.375757575757576
7385,[26212],[51.21854],[5.36686],[0.6381035958980286],[0.7016098565333113],[13786],[51.2202847],[5.3765412],1,51.21717171717171,5.375757575757576
7386,"[9075, 24866, 25255, 25448, 25571, 25817, 26956, 28646]","[51.2424, 51.23977, 51.24648, 51.24245, 51.2392, 51.24125, 51.24359, 51.2353]","[5.38012, 5.36593, 5.38278, 5.38015, 5.37899, 5.37941, 5.38254, 5.37428]","[0.6360744863077077, 0.7342191959220269, 1.1243958434676322, 0.6419571851333838, 0.30311300667868596, 0.5004299083181325, 0.8370827025311515, 0.25249430688709557]","[1.5947210289110558, 0.7889984589387027, 1.7866771334436011, 1.596446120298952, 1.478679007132439, 1.5619402572136363, 1.555057624117173, 1.0813946479673326]","[3174, 7220, 3174, 3174, 3174, 3174, 3174, 7220]","[51.2336936, 51.2342337, 51.2336936, 51.2336936, 51.2336936, 51.2336936, 51.2336936, 51.2342337]","[5.3983229, 5.3588414, 5.3983229, 5.3983229, 5.3983229, 5.3983229, 5.3983229, 5.3588414]",8,51.23737373737374,5.375757575757576
7387,"[24645, 24666, 25122, 25566, 27505]","[51.25741, 51.25219, 51.2479, 51.25002, 51.25476]","[5.36144, 5.38657, 5.38022, 5.37523, 5.37428]","[0.9965044093325649, 0.9616856966816429, 1.1198216026426335, 0.8409637908005239, 0.3295500906490878]","[2.3880976320664415, 2.2134502413617976, 2.0207683550093023, 2.0935085956373185, 2.5227585077637813]","[116, 3174, 3174, 7220, 7220]","[51.2552993, 51.2336936, 51.2336936, 51.2342337, 51.2342337]","[5.3272894, 5.3983229, 5.3983229, 5.3588414, 5.3588414]",5,51.25757575757576,5.375757575757576
7400,[29621],[49.49811],[5.42374],[0.6548698911177757],[3.4586001949037595],[2580],[49.5067831],[5.4697356],1,49.5,5.415151515151516
7409,"[30142, 30218]","[49.68526, 49.68468]","[5.41593, 5.42046]","[0.386789160215482, 0.4971156165938385]","[1.0741950866585614, 1.395226014199782]","[3388, 3388]","[49.6898294, 49.6898294]","[5.4027738, 5.4027738]",2,49.68181818181818,5.415151515151516
7410,"[19896, 28708, 28805, 28890, 29271, 29349, 29350, 29395, 29620, 30468]","[49.696, 49.70516, 49.69534, 49.6946, 49.69497, 49.70037, 49.70391, 49.69678, 49.69429, 49.69418]","[5.41855, 5.42577, 5.41454, 5.42662, 5.4183, 5.42716, 5.42979, 5.4222, 5.42656, 5.42751]","[0.7126432097248385, 0.8396490009463135, 0.7441054905699379, 1.1666752717298343, 0.8159962409897785, 0.8829041624651592, 1.0734995923464916, 0.7723341363708873, 1.18832055069099, 1.2450221147582126]","[1.3260941931982417, 2.3751956392483673, 1.0448798264088788, 1.795440138648626, 1.2545963737141506, 2.109581708568457, 2.4954192511318714, 1.596819613022463, 1.7814191118598142, 1.8439050747756955]","[3388, 3388, 3388, 3388, 3388, 3388, 3388, 3388, 3388, 3388]","[49.6898294, 49.6898294, 49.6898294, 49.6898294, 49.6898294, 49.6898294, 49.6898294, 49.6898294, 49.6898294, 49.6898294]","[5.4027738, 5.4027738, 5.4027738, 5.4027738, 5.4027738, 5.4027738, 5.4027738, 5.4027738, 5.4027738, 5.4027738]",10,49.7020202020202,5.415151515151516
7413,"[29430, 29527]","[49.7682, 49.76479]","[5.40302, 5.40051]","[1.0692593492389784, 1.0788040046088545]","[5.336070129327006, 4.9564664120360025]","[94, 94]","[49.7371728, 49.7371728]","[5.3463578, 5.3463578]",2,49.76262626262626,5.415151515151516
7417,[28896],[49.85246],[5.39811],[1.5812120984484972],[2.558521642175637],[13437],[49.8372885],[5.424936],1,49.843434343434346,5.415151515151516
7418,[28745],[49.86322],[5.42817],[0.9342809971646001],[1.5327896284848421],[11106],[49.8506542],[5.4369607],1,49.86363636363637,5.415151515151516
7419,[29496],[49.88354],[5.40186],[0.9528815079546568],[1.978364641482038],[1955],[49.8995791],[5.4138129],1,49.88383838383838,5.415151515151516
7433,"[28933, 30247]","[50.1659, 50.16589]","[5.41534, 5.42135]","[0.08630008691269811, 0.44986806615347175]","[0.26093117777625713, 0.6808157105332869]","[3507, 3507]","[50.1651711, 50.1651711]","[5.4118579, 5.4118579]",2,50.166666666666664,5.415151515151516
7434,"[29361, 30014]","[50.18553, 50.18941]","[5.40177, 5.40962]","[0.9642892679488724, 0.48470786558175666]","[2.3750606536591006, 2.6999499454855687]","[3507, 3507]","[50.1651711, 50.1651711]","[5.4118579, 5.4118579]",2,50.186868686868685,5.415151515151516
7435,[29970],[50.20867],[5.42647],[0.8248797402669491],[4.89155385481193],[4687],[50.2150786],[5.3584624],1,50.207070707070706,5.415151515151516
7437,"[28844, 30244]","[50.23981, 50.24881]","[5.41063, 5.39831]","[0.9109152824132197, 1.2066874348114163]","[3.7292430617458265, 3.2098468190462297]","[2605, 2605]","[50.2348994, 50.2348994]","[5.3587601, 5.3587601]",2,50.24747474747475,5.415151515151516
7439,[29326],[50.29188],[5.42416],[0.7794447497605819],[1.2449980773415932],[6004],[50.2942593],[5.4412855],1,50.28787878787879,5.415151515151516
7440,"[17873, 28782, 28786, 30533, 30996]","[50.30362, 50.30167, 50.30494, 50.31073, 50.30507]","[5.39979, 5.39996, 5.42919, 5.41217, 5.40028]","[1.1984271887169877, 1.2931347574833838, 1.0563852374216658, 0.3627731414706421, 1.10793610499158]","[2.268713721312216, 2.1586348085089777, 1.4658037797058157, 2.0835551198655624, 2.394234336695579]","[2602, 2602, 6004, 2604, 2602]","[50.2916136, 50.2916136, 50.2942593, 50.32946, 50.2916136]","[5.373966, 5.373966, 5.4412855, 5.41132, 5.373966]",5,50.30808080808081,5.415151515151516
7441,[28925],[50.33537],[5.43399],[1.552105128351911],[1.6081701395667056],[2606],[50.3441811],[5.4160205],1,50.32828282828283,5.415151515151516
7442,[29502],[50.34556],[5.39849],[1.226177400077726],[1.2533904183014997],[2606],[50.3441811],[5.4160205],1,50.34848484848485,5.415151515151516
7447,"[21001, 21089, 22811, 23017, 30382]","[50.45861, 50.45919, 50.45929, 50.45935, 50.44066]","[5.40777, 5.4034, 5.40192, 5.40213, 5.39834]","[1.140342571085407, 1.3617448391130618, 1.4365832752972778, 1.4320317887195588, 1.5434558897945043]","[1.3316893110293975, 1.5963087625555157, 1.6830846255164522, 1.6759408574000552, 1.8448460199462922]","[10450, 10450, 10450, 10450, 10450]","[50.449645, 50.449645, 50.449645, 50.449645, 50.449645]","[5.420242, 5.420242, 5.420242, 5.420242, 5.420242]",5,50.44949494949495,5.415151515151516
7450,"[18711, 19676, 20640, 20847, 21274, 22401, 22887, 23196, 24063, 24116]","[50.50474, 50.51999, 50.50067, 50.50973, 50.50201, 50.50527, 50.50146, 50.50138, 50.50632, 50.51427]","[5.42206, 5.41445, 5.42711, 5.43464, 5.4254, 5.41881, 5.42199, 5.42185, 5.42025, 5.42677]","[0.7707385291924288, 1.1007236579863047, 1.347203891181331, 1.3787225846348483, 1.1552976103389547, 0.5962392798579164, 1.0756825144280697, 1.0792536426808204, 0.5538540824820782, 0.943312611570386]","[1.579613249002564, 2.362161328375948, 1.8695064653089848, 2.3364105575381973, 1.755194665188477, 1.3820455553511717, 1.5101457177375854, 1.4997466218796152, 1.5216889300822716, 2.3881043776992814]","[11794, 11794, 11794, 5544, 11794, 11794, 11794, 11794, 11794, 11794]","[50.5006361, 50.5006361, 50.5006361, 50.52456, 50.5006361, 50.5006361, 50.5006361, 50.5006361, 50.5006361, 50.5006361]","[5.4006776, 5.4006776, 5.4006776, 5.45805, 5.4006776, 5.4006776, 5.4006776, 5.4006776, 5.4006776, 5.4006776]",10,50.51010101010101,5.415151515151516
7451,"[20745, 22717, 22875]","[50.5215, 50.52349, 50.53567]","[5.4183, 5.42108, 5.41391]","[1.0038363751369266, 0.8657614292216608, 0.6031965554243095]","[2.633442739160935, 2.6162154367291865, 2.7785251857181725]","[11794, 5544, 8138]","[50.5006361, 50.52456, 50.5487059]","[5.4006776, 5.45805, 5.4474548]",3,50.53030303030303,5.415151515151516
7455,[20661],[50.6111],[5.41286],[0.1616989720080457],[0.539393874085194],[2504],[50.6070984],[5.4171807],1,50.611111111111114,5.415151515151516
7456,"[19631, 19868, 22085]","[50.63349, 50.62498, 50.6253]","[5.39831, 5.39955, 5.39606]","[1.2122478670864827, 1.3065090476357002, 1.5035028290326478]","[2.310899838108343, 1.6912224196103143, 1.5749109861340866]","[8431, 2129, 2129]","[50.6391038, 50.6133103, 50.6133103]","[5.3667607, 5.384176, 5.384176]",3,50.631313131313135,5.415151515151516
7457,"[19793, 21097]","[50.65797, 50.65506]","[5.42983, 5.42567]","[1.2593406667278124, 0.8397933150183714]","[1.3424613358308672, 1.1452986146141866]","[6002, 6002]","[50.6461737, 50.6461737]","[5.4338837, 5.4338837]",2,50.65151515151515,5.415151515151516
7458,[22188],[50.67535],[5.43261],[1.294893290720268],[1.9969849618617925],[3056],[50.6861985],[5.4551977],1,50.67171717171717,5.415151515151516
7459,"[20024, 22116]","[50.69973, 50.70043]","[5.4071, 5.41955]","[1.0372767097482232, 0.9957780358743138]","[1.5305941899175028, 1.242246576623662]","[38, 2328]","[50.7081407, 50.70348]","[5.3898948, 5.436519]",2,50.69191919191919,5.415151515151516
7460,"[23135, 23394, 24222]","[50.70336, 50.70538, 50.71371]","[5.41139, 5.40724, 5.41067]","[1.0095687121585621, 0.9339362096924839, 0.36163019965344995]","[1.5151852067104057, 1.147574155622425, 1.2450202875265344]","[4364, 4364, 4364]","[50.7109591, 50.7109591, 50.7109591]","[5.3935296, 5.3935296, 5.3935296]",3,50.71212121212121,5.415151515151516
7461,"[24888, 25111, 26127, 26237, 28338, 28385]","[50.73525, 50.73965, 50.72689, 50.7386, 50.73816, 50.73861]","[5.42431, 5.41047, 5.42517, 5.40997, 5.41117, 5.41493]","[0.7220556698795242, 0.8787941071672248, 0.9285592600338106, 0.7874627581941025, 0.7069221592710262, 0.6992304719529565]","[3.2351622618542, 3.07796742155743, 2.6547020746430756, 2.9573323084143928, 2.950849904091955, 3.123623510574255]","[2684, 2684, 5312, 2684, 2684, 2684]","[50.7145605, 50.7145605, 50.7050837, 50.7145605, 50.7145605, 50.7145605]","[5.3919968, 5.3919968, 5.4405206, 5.3919968, 5.3919968, 5.3919968]",6,50.73232323232323,5.415151515151516
7462,[25168],[50.74307],[5.41269],[1.0655442980501306],[3.2225230162179375],[9344],[50.7582991],[5.3737188],1,50.75252525252525,5.415151515151516
7464,"[25200, 26728, 27743]","[50.79411, 50.79092, 50.78605]","[5.41514, 5.39691, 5.42199]","[0.13129113095738768, 1.3015270395234564, 0.903446429889284]","[2.0255045917623096, 1.5359627409113907, 1.009767479079737]","[5860, 3791, 5860]","[50.7784227, 50.7930189, 50.7784227]","[5.4297849, 5.3753121, 5.4297849]",3,50.792929292929294,5.415151515151516
7465,"[8400, 24877, 25001, 26618]","[50.80339, 50.81153, 50.81103, 50.81165]","[5.39716, 5.4317, 5.42618, 5.41134]","[1.6647735639178838, 1.1762500730138008, 0.8093267231482368, 0.3143974454080494]","[1.920325101219427, 3.5920353055900236, 3.634608722515679, 3.2714188084957163]","[3791, 11342, 5860, 3791]","[50.7930189, 50.7882418, 50.7784227, 50.7930189]","[5.3753121, 5.4671217, 5.4297849, 5.3753121]",4,50.813131313131315,5.415151515151516
7466,"[25083, 25112, 26405, 26849]","[50.84208, 50.83829, 50.83916, 50.83952]","[5.42753, 5.42888, 5.39804, 5.42892]","[1.304414514304566, 1.1105033719405937, 1.365174790119811, 1.1866280407031453]","[4.04847449280128, 4.131016305285251, 4.012873000451665, 4.0689601596028]","[5913, 5913, 4380, 5913]","[50.8549414, 50.8549414, 50.8423023, 50.8549414]","[5.4814783, 5.4814783, 5.3411076, 5.4814783]",4,50.833333333333336,5.415151515151516
7467,"[25224, 27357, 27442, 27459, 28007, 28304]","[50.85348, 50.8587, 50.85307, 50.84917, 50.84869, 50.85301]","[5.41853, 5.42541, 5.43105, 5.41445, 5.43377, 5.4297]","[0.23724256214046646, 0.9210438412713017, 1.1172448456636017, 0.4878969788795247, 1.4137373166182174, 1.0229482719359495]","[3.1663367110180154, 2.5935305342125403, 3.2742923673627757, 3.6722255050419665, 3.420523012001745, 3.262798216043054]","[8212, 8212, 8212, 8212, 5913, 8212]","[50.8818936, 50.8818936, 50.8818936, 50.8818936, 50.8549414, 50.8818936]","[5.4215046, 5.4215046, 5.4215046, 5.4215046, 5.4814783, 5.4215046]",6,50.85353535353536,5.415151515151516
7468,"[26566, 28157]","[50.8658, 50.86583]","[5.42725, 5.4247]","[1.2246484049219373, 1.1054704969390556]","[1.834373753686842, 1.8002080312015796]","[8212, 8212]","[50.8818936, 50.8818936]","[5.4215046, 5.4215046]",2,50.87373737373738,5.415151515151516
7470,"[5913, 26504, 27814]","[50.92109, 50.91078, 50.91493]","[5.41679, 5.41361, 5.41257]","[0.7811382691912145, 0.3890831853816084, 0.20110362994455808]","[0.8724852633588464, 0.5206734744854812, 0.871073343025677]","[5864, 8214, 5669]","[50.9157315, 50.9070939, 50.90824569999999]","[5.4258819, 5.4181896, 5.406091099999999]",3,50.91414141414141,5.415151515151516
7471,"[25727, 25759, 25897, 26604, 26700, 28634]","[50.93677, 50.93633, 50.93605, 50.9416, 50.93532, 50.9358]","[5.41858, 5.41902, 5.41323, 5.42058, 5.41959, 5.41834]","[0.36128017504890514, 0.3496870522412688, 0.23268011775601283, 0.8920561550472209, 0.3294398392407639, 0.2759609109977404]","[0.5306793919741922, 0.5070863605828875, 0.3895538601428479, 1.060911719746423, 0.45183335261502966, 0.43137133521135745]","[8216, 8216, 8216, 5976, 8216, 8216]","[50.9326714, 50.9326714, 50.9326714, 50.9359642, 50.9326714, 50.9326714]","[5.4147002, 5.4147002, 5.4147002, 5.4327971, 5.4147002, 5.4147002]",6,50.93434343434343,5.415151515151516
7472,"[25023, 25246, 25595, 26130, 26431, 26469, 28041]","[50.94666, 50.96006, 50.95961, 50.94625, 50.96457, 50.9576, 50.9503]","[5.40083, 5.40728, 5.40652, 5.40314, 5.4111, 5.39992, 5.40166]","[1.3324119359880642, 0.8246029861796703, 0.8262218640466205, 1.2485394224542425, 1.1502298076001392, 1.1196292537360752, 1.0564109055973276]","[1.7179503006049652, 1.2494841841114304, 1.27034901758601, 1.6121093903214914, 1.2264318828154794, 1.6238878464256565, 1.5173292865588877]","[9649, 8107, 8107, 8107, 5869, 8107, 8107]","[50.9435898, 50.954142, 50.954142, 50.954142, 50.9644485, 50.954142, 50.954142]","[5.3767979, 5.4224446, 5.4224446, 5.4224446, 5.4286117, 5.4224446, 5.4224446]",7,50.95454545454545,5.415151515151516
7473,"[24874, 26718, 26926, 27553]","[50.97907, 50.98001, 50.97848, 50.97737]","[5.42609, 5.42688, 5.41603, 5.39874]","[0.9041607970306625, 1.0083000352212335, 0.41957036382132035, 1.1854516392718297]","[1.258627542132092, 1.2202636664987534, 1.0273981173883522, 1.4358541344317375]","[10926, 10926, 10926, 10924]","[50.9876613, 50.9876613, 50.9876613, 50.9885035]","[5.4143837, 5.4143837, 5.4143837, 5.3883495]",4,50.974747474747474,5.415151515151516
7474,"[24591, 25384, 26374]","[50.99705, 50.99647, 51.00329]","[5.41448, 5.40006, 5.39586]","[0.23824642426630543, 1.0696072850605245, 1.6378617133489222]","[1.0439975640485615, 1.206834085049421, 1.726153730165234]","[10926, 10924, 10924]","[50.9876613, 50.9885035, 50.9885035]","[5.4143837, 5.3883495, 5.3883495]",3,50.994949494949495,5.415151515151516
7476,[25681],[51.03058],[5.40928],[0.6710569058019316],[0.7404989661189846],[13121],[51.0291655],[5.4196272],1,51.035353535353536,5.415151515151516
7477,"[27866, 27940, 28217]","[51.05325, 51.061, 51.06178]","[5.40417, 5.41352, 5.4119]","[0.8092365134901688, 0.6160393064688503, 0.7284773314610482]","[1.4399217249877383, 1.8434391983909477, 1.734938281829984]","[4367, 4367, 4367]","[51.0605486, 51.0605486, 51.0605486]","[5.3871518, 5.3871518, 5.3871518]",3,51.05555555555556,5.415151515151516
7478,"[25161, 25298, 25710, 25736, 26331]","[51.08332, 51.07179, 51.06927, 51.07606, 51.06962]","[5.39885, 5.39926, 5.4265, 5.42524, 5.41508]","[1.415603823498035, 1.194715733400187, 1.071950388447527, 0.7056104294220963, 0.6824855768028797]","[2.474402468611364, 1.5094150872871899, 1.8259094338986523, 1.1707107665613552, 2.1660786066328637]","[6618, 4367, 6618, 6618, 6618]","[51.0849664, 51.0605486, 51.0849664, 51.0849664, 51.0849664]","[5.4341773, 5.3871518, 5.4341773, 5.4341773, 5.4341773]",5,51.07575757575758,5.415151515151516
7479,[25928],[51.10227],[5.4242],[0.9442332275510769],[1.624071955851127],[5648],[51.0974845],[5.4461748],1,51.0959595959596,5.415151515151516
7480,[25038],[51.12346],[5.41937],[0.8633043548522061],[1.0186066369774454],[7373],[51.1316865],[5.4129487],1,51.11616161616162,5.415151515151516
7481,[27533],[51.13641],[5.40641],[0.6099289718848483],[0.6957139436650862],[7373],[51.1316865],[5.4129487],1,51.13636363636363,5.415151515151516
7482,"[26548, 27048]","[51.15378, 51.15464]","[5.41076, 5.41542]","[0.43560455107633966, 0.21494040657149308]","[1.2408911025835534, 1.5782514854944838]","[4871, 4871]","[51.1495393, 51.1495393]","[5.3943036, 5.3943036]",2,51.156565656565654,5.415151515151516
7483,[25126],[51.17924],[5.40798],[0.5705177081088579],[1.559183470217902],[7934],[51.1913215],[5.3966251],1,51.176767676767675,5.415151515151516
7484,"[4697, 26523, 26562, 27980, 28346]","[51.20469, 51.20637, 51.2034, 51.19666, 51.19322]","[5.40693, 5.40515, 5.40869, 5.40574, 5.4076]","[1.0320269585804627, 1.2562467082596915, 0.8449463004872658, 0.6566977473555871, 0.671372500428431]","[1.3994591465338648, 1.4133363848673688, 1.392693753613772, 0.8693746569348136, 0.7934061568144399]","[7740, 7740, 7740, 7934, 7934]","[51.211836, 51.211836, 51.211836, 51.1913215, 51.1913215]","[5.4234668, 5.4234668, 5.4234668, 5.3966251, 5.3966251]",5,51.196969696969695,5.415151515151516
7485,"[25691, 25978, 27840, 28058]","[51.21608, 51.21387, 51.21879, 51.2224]","[5.41409, 5.40875, 5.41947, 5.40543]","[0.1421361228832304, 0.577575296317057, 0.35049244665370993, 0.8924036058115963]","[0.7192475381708324, 1.0497629529413308, 0.4526911056105168, 1.0932154434021832]","[7492, 7740, 7492, 13178]","[51.2161486, 51.211836, 51.2161486, 51.2321585]","[5.4244159, 5.4234668, 5.4244159, 5.4035201]",4,51.21717171717171,5.415151515151516
7486,"[25103, 25721, 26393, 26519]","[51.24228, 51.24085, 51.242, 51.24241]","[5.40896, 5.42437, 5.42603, 5.4259]","[0.6952742072743638, 0.7491751966854496, 0.9154991854234005, 0.9346075958686928]","[1.1874710615669086, 0.9831704169688312, 1.1132211433923116, 1.158113836100033]","[13178, 216, 216, 216]","[51.2321585, 51.2320141, 51.2320141, 51.2320141]","[5.4035201, 5.4248886, 5.4248886, 5.4248886]",4,51.23737373737374,5.415151515151516
7509,[30377],[49.67787],[5.47221],[1.3446437980312456],[2.890888518171585],[1943],[49.6804557],[5.5121896],1,49.68181818181818,5.454545454545455
7518,[30005],[49.86117],[5.46998],[1.1398185497523563],[1.3720769869648617],[11297],[49.8700449],[5.4566799],1,49.86363636363637,5.454545454545455
7519,[28801],[49.88593],[5.45449],[0.23261103896176083],[1.7732990774979795],[11297],[49.8700449],[5.4566799],1,49.88383838383838,5.454545454545455
7520,[29815],[49.91239],[5.46162],[1.0576610659578192],[1.67582375600553],[11799],[49.9217779],[5.4433096],1,49.9040404040404,5.454545454545455
7523,[31285],[49.96635],[5.44997],[0.3781313803571566],[0.9164383442722598],[11804],[49.9733816],[5.4432859],1,49.964646464646464,5.454545454545455
7524,"[28987, 29027, 29398]","[49.97667, 49.98089, 49.97967]","[5.45556, 5.45775, 5.4567]","[0.9122948288765264, 0.49622815873865594, 0.5960723373222628]","[0.9508607015872155, 1.2415088425057739, 1.1870424804216586]","[11804, 11802, 11804]","[49.9733816, 49.989286, 49.9733816]","[5.4432859, 5.4691964, 5.4432859]",3,49.98484848484848,5.454545454545455
