potential_aed_id,arrest_count,distance_to_potential_aed,potential_aed_lat,potential_aed_lon,intervention_id,intervention_lat,intervention_lon,existing_aed_id,distance_to_existing_aed,existing_aed_lat,existing_aed_lon,Province
559,1,[0.2829916991706669],50.50846093892027,4.753418652791336,[24716],[50.50836],[4.74942],[5750],[0.3407507680291583],[50.51010101010101],[4.745454545454546],Région Wallonne
9299,1,[0.8354615583324754],50.43921754054034,5.879298557624631,[15641],[50.43442],[5.87022],[8646],[1.374583114101512],[50.42929292929293],[5.887878787878789],Wallonia
9385,1,[0.4151452853641354],50.29501608013502,5.914793045428649,[22967],[50.29229],[5.9108],[8739],[1.268902481368283],[50.28787878787879],[5.927272727272728],Région Wallonne
9379,1,[0.4020618032086578],50.27606018962478,5.956529683213824,[24027],[50.27465],[5.95132],[8838],[1.3382273785562844],[50.26767676767677],[5.966666666666667],Wallonia
9374,1,[0.4649922838827884],50.42520265688743,6.108073231519028,[19065],[50.42103],[6.10764],[9246],[1.4924679487042591],[50.42929292929293],[6.124242424242425],Wallonia
9362,1,[0.3850163251250361],50.2224372412042,5.991705966281568,[23823],[50.21986],[5.99532],[8936],[1.1239478916429415],[50.22727272727273],[6.006060606060606],Région Wallonne
9347,1,[0.2726469215039729],50.443856716558585,5.964431174324128,[14976],[50.44379],[5.96828],[8847],[0.644565519137672],[50.44949494949495],[5.966666666666667],Région Wallonne
9323,1,[0.5718172508175791],50.40619798210549,6.0974094446999265,[18701],[50.40911],[6.10406],[9145],[1.3614199961195148],[50.40909090909091],[6.084848484848486],Wallonia
535,1,[0.6243426604750923],50.574557208144,4.809274214112961,[25968],[50.57922],[4.8142],[5953],[1.182771424120913],[50.57070707070707],[4.824242424242424],Région Wallonne
539,1,[0.8066121622543584],50.31944145985001,4.942666360800853,[25655],[50.31374],[4.94969],[6240],[0.8137514857724334],[50.30808080808081],[4.942424242424243],Wallonia
9312,1,[0.1671130160924764],50.19422975207864,6.106164288592598,[14917],[50.1956],[6.1052],[9234],[1.6674344809372228],[50.186868686868685],[6.124242424242425],Wallonia
542,1,[0.8159694986087107],50.47376298787245,5.0083139322464945,[25369],[50.47694],[4.99792],[6348],[1.395391794363164],[50.46969696969697],[4.981818181818182],Région Wallonne
9205,1,[0.1775706582978827],50.32255095960021,6.047001655627627,[15722],[50.32414],[6.04725],[9041],[0.4779688694290191],[50.32828282828283],[6.045454545454546],Région Wallonne
9272,1,[0.346064864379339],50.39191151471125,5.881610890249949,[16843],[50.38986],[5.87794],[8644],[0.7128287536659489],[50.388888888888886],[5.887878787878789],Région Wallonne
9257,1,[0.6181736283371942],50.28415940065876,5.933726803512509,[22949],[50.28194],[5.92575],[8739],[0.6691670322274699],[50.28787878787879],[5.927272727272728],Wallonia
9248,1,[0.1162635196071142],50.214743409049774,5.913605308484743,[24094],[50.2137],[5.9135],[8735],[1.2263573292578889],[50.207070707070706],[5.927272727272728],Région Wallonne
9242,1,[0.7429283470058027],50.19539491407626,6.000329822502701,[23316],[50.19678],[6.01054],[8934],[1.147294431890876],[50.186868686868685],[6.006060606060606],Wallonia
9225,1,[0.5802812338919501],50.16163043555945,5.949721234742949,[23870],[50.16044],[5.94179],[8733],[1.244472147042702],[50.166666666666664],[5.927272727272728],Wallonia
552,1,[0.4599131088326953],50.3686878554528,4.719350963917317,[24180],[50.36709],[4.71337],[5643],[0.5479935134396334],[50.36868686868687],[4.706060606060606],Wallonia
9221,1,[0.6640007680879315],50.30459779524339,6.092896195505354,[24883],[50.29923],[6.0888],[9140],[1.0233975888649096],[50.30808080808081],[6.084848484848486],Wallonia
557,1,[1.075640237776029],50.33935486668434,4.964104895252004,[25454],[50.34895],[4.96603],[6342],[1.121443366956422],[50.34848484848485],[4.981818181818182],Wallonia
9218,1,[0.2267420718687135],50.2927487817695,6.15281649341218,[14267],[50.29349],[6.15579],[9339],[0.8366687155102706],[50.28787878787879],[6.163636363636364],Région Wallonne
586,1,[0.391842984410531],50.50582005162294,4.829483279588813,[25128],[50.50402],[4.82472],[5950],[0.6770203882611157],[50.51010101010101],[4.824242424242424],Wallonia
9005,1,[0.3526600131537717],50.221117667375914,5.912358670492715,[22926],[50.21851],[5.91518],[8736],[1.299820328173531],[50.22727272727273],[5.927272727272728],Région Wallonne
8756,1,[1.195411042665491],49.685777815459495,5.548512563675976,[23835],[49.67503],[5.54889],[7709],[1.350050286180213],[49.68181818181818],[5.533333333333333],Wallonia
9002,1,[0.626107067411679],50.42994350794401,6.035935228304586,[17723],[50.42953],[6.02712],[9046],[1.2989826389987125],[50.42929292929293],[6.045454545454546],Région Wallonne
629,1,[0.737062701240844],50.33164053128125,4.820688950221079,[26349],[50.3342],[4.81111],[5941],[1.14097376011105],[50.32828282828283],[4.824242424242424],Wallonia
633,1,[0.7975810377961801],50.39540274232711,4.86916222134878,[26000],[50.39013],[4.87679],[6044],[0.9426704657031382],[50.388888888888886],[4.863636363636363],Région Wallonne
634,1,[0.7271199351753906],50.3322189917677,4.857492025908945,[23988],[50.3352],[4.86661],[6041],[0.7975894384627655],[50.32828282828283],[4.863636363636363],Wallonia
8861,1,[0.7828992142111599],49.610222963850624,5.632000544664182,[22880],[49.60812],[5.64237],[8005],[1.0292305268560662],[49.601010101010104],[5.651515151515152],Wallonia
8860,1,[0.6420215185926643],49.709019083379694,5.857679425420122,[23575],[49.71057],[5.86628],[8510],[1.5941584376225653],[49.7020202020202],[5.848484848484849],Wallonia
653,1,[0.3978059510134304],50.454573072808145,4.7752281899951,[24283],[50.45569],[4.76989],[5847],[1.263377934148049],[50.44949494949495],[4.784848484848485],Wallonia
657,1,[0.7291197403242177],50.571229887161,4.87967649378428,[23408],[50.57052],[4.88994],[6153],[0.9247088021853108],[50.57070707070707],[4.903030303030303],Wallonia
8844,1,[0.4607494592210701],49.75805205724217,5.789998165504991,[22718],[49.75503],[5.78561],[8313],[1.421295358207998],[49.76262626262626],[5.7696969696969695],Wallonia
8836,1,[0.1075425116950597],49.71927564054154,5.585015891187208,[22707],[49.71928],[5.58352],[7811],[0.8420340958965191],[49.72222222222222],[5.572727272727273],Région Wallonne
8831,1,[0.5784574105615314],49.61267409189118,5.669611278126188,[23305],[49.61403],[5.66186],[8006],[1.092336132762863],[49.621212121212125],[5.651515151515152],Wallonia
658,1,[0.4510547620276341],50.52597056214121,4.731813499177846,[24956],[50.53001],[4.73123],[5751],[1.0059685119700288],[50.53030303030303],[4.745454545454546],Wallonia
8826,1,[0.5857568032531195],49.66098433276498,5.820866791036665,[22664],[49.65572],[5.82057],[8408],[1.0547856228490764],[49.66161616161616],[5.8090909090909095],Région Wallonne
659,1,[0.6267292303488045],50.328926165678496,4.925854394875895,[24644],[50.33415],[4.92917],[6241],[1.1448719673461585],[50.32828282828283],[4.942424242424243],Région Wallonne
660,1,[0.2715195783199026],50.4869326465869,5.021481299367204,[25805],[50.48767],[5.02514],[6449],[0.37235450140874],[50.48989898989899],[5.0212121212121215],Région Wallonne
8798,1,[0.3747130381206943],49.70964262100728,5.701371051389959,[23405],[49.70705],[5.7047],[8110],[1.1385795134820174],[49.7020202020202],[5.690909090909091],Wallonia
662,1,[0.67174512361168],50.582932956321685,4.892768333113776,[25116],[50.57815],[4.89858],[6153],[0.8852753322193135],[50.57070707070707],[4.903030303030303],Wallonia
8783,1,[0.6080854702679471],49.553139757093085,5.71068456737392,[23919],[49.55792],[5.70659],[8103],[1.16980185450667],[49.56060606060606],[5.690909090909091],Région Wallonne
8782,1,[1.239733150592895],49.806971082586465,5.541066593717094,[23158],[49.81217],[5.55635],[7815],[1.5537141248814612],[49.803030303030305],[5.572727272727273],Région Wallonne
669,1,[0.804390601591185],50.29035369669989,4.788037557270701,[24651],[50.28926],[4.79923],[5839],[1.0332106252015656],[50.28787878787879],[4.784848484848485],Wallonia
8762,1,[1.0457868333419484],49.5436095344419,5.613534102521287,[22782],[49.5499],[5.62431],[7902],[1.3741481280686372],[49.54040404040404],[5.612121212121212],Wallonia
678,1,[0.2152609631618594],50.41142295767762,4.861231639676864,[13379],[50.41239],[4.8586],[6045],[0.511802961975356],[50.40909090909091],[4.863636363636363],Région Wallonne
8888,1,[0.2698013528610062],49.52307913197125,5.724135707117013,[23084],[49.52181],[5.72095],[8201],[0.6984168531162954],[49.52020202020202],[5.7303030303030305],Grand Est
8889,1,[0.4883931108753723],49.82149408225676,5.740419676475058,[22704],[49.82282],[5.74691],[8216],[1.1922240931494543],[49.823232323232325],[5.7303030303030305],Région Wallonne
8890,1,[0.2974935849367676],49.593670433556,5.80729653219863,[22634],[49.59598],[5.80938],[8405],[0.5597096256102686],[49.601010101010104],[5.8090909090909095],Wallonia
